Run,Assay Type,AvgSpotLen,Bases,Batch,BioProject,biopsy,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,study_arm,tissue
SRR12604154,RNA-Seq,150,6494085900,2,PRJNA662072,1,SAMN16073741,2740905626,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087915,GSM4771108,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771108,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604155,RNA-Seq,300,14106301200,2,PRJNA662072,3,SAMN16073786,5580777690,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9087916,GSM4771109,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771109,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604156,RNA-Seq,300,16534773300,2,PRJNA662072,1,SAMN16073785,7084592592,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9087917,GSM4771110,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771110,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604157,RNA-Seq,300,10874884500,2,PRJNA662072,3,SAMN16073784,4435474338,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9087918,GSM4771111,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771111,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604158,RNA-Seq,300,10697967300,2,PRJNA662072,1,SAMN16073783,4578576884,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9087919,GSM4771112,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771112,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604159,RNA-Seq,300,10637728200,2,PRJNA662072,1,SAMN16073782,4322928774,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087920,GSM4771113,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771113,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604160,RNA-Seq,300,14427532500,2,PRJNA662072,3,SAMN16073781,5914340595,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9087921,GSM4771114,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771114,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604161,RNA-Seq,300,10768563600,2,PRJNA662072,1,SAMN16073830,4364967449,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9087922,GSM4771115,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771115,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604162,RNA-Seq,300,12279946200,2,PRJNA662072,3,SAMN16073829,5040039805,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087923,GSM4771116,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771116,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604163,RNA-Seq,300,10699115400,2,PRJNA662072,3,SAMN16073828,4638687839,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9087924,GSM4771117,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771117,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604164,RNA-Seq,300,11115434100,2,PRJNA662072,1,SAMN16073827,4528299488,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9087925,GSM4771118,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771118,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604165,RNA-Seq,300,11572149600,2,PRJNA662072,3,SAMN16073826,4720225946,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9087926,GSM4771119,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771119,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604166,RNA-Seq,300,10792731900,2,PRJNA662072,3,SAMN16073865,4568724970,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087927,GSM4771120,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771120,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604167,RNA-Seq,300,12137434800,2,PRJNA662072,1,SAMN16073864,5033510799,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9087832,GSM4771121,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771121,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604168,RNA-Seq,300,13962336000,2,PRJNA662072,3,SAMN16073863,6120342688,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9087833,GSM4771122,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771122,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604169,RNA-Seq,300,15858561300,2,PRJNA662072,1,SAMN16073862,7027637296,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9087834,GSM4771123,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771123,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604170,RNA-Seq,300,12109929300,2,PRJNA662072,3,SAMN16073861,5297314133,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087835,GSM4771124,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771124,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604171,RNA-Seq,300,13340338200,2,PRJNA662072,1,SAMN16073860,5886746790,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9087836,GSM4771125,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771125,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604172,RNA-Seq,300,14309143500,2,PRJNA662072,1,SAMN16073859,6332297449,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087837,GSM4771126,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771126,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604173,RNA-Seq,300,11761500900,2,PRJNA662072,3,SAMN16073858,5045038628,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9087838,GSM4771127,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771127,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604174,RNA-Seq,300,11101672500,2,PRJNA662072,1,SAMN16073857,4896423826,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9087839,GSM4771128,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771128,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604175,RNA-Seq,300,11987712300,2,PRJNA662072,3,SAMN16073856,5310716559,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9087840,GSM4771129,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771129,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604176,RNA-Seq,300,13448230200,2,PRJNA662072,1,SAMN16073855,5738074001,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9087841,GSM4771130,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771130,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604177,RNA-Seq,300,8828876700,2,PRJNA662072,1,SAMN16073854,3936208046,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9087842,GSM4771131,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771131,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604178,RNA-Seq,300,10510830900,2,PRJNA662072,3,SAMN16073853,4690428956,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087843,GSM4771132,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771132,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604179,RNA-Seq,300,10442234400,2,PRJNA662072,1,SAMN16073852,4649285754,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9087844,GSM4771133,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771133,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604180,RNA-Seq,300,13300198200,2,PRJNA662072,1,SAMN16073851,5955904010,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9087845,GSM4771134,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771134,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604181,RNA-Seq,300,12189560700,2,PRJNA662072,3,SAMN16073850,4595325025,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9087846,GSM4771135,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771135,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604182,RNA-Seq,300,11632818000,2,PRJNA662072,1,SAMN16073849,4557524910,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087847,GSM4771136,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771136,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604183,RNA-Seq,300,15322404300,2,PRJNA662072,3,SAMN16073848,6016930392,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9087848,GSM4771137,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771137,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604184,RNA-Seq,300,20261515200,2,PRJNA662072,1,SAMN16073847,8574872856,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087849,GSM4771138,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771138,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604185,RNA-Seq,300,13195587000,2,PRJNA662072,3,SAMN16073846,5217782259,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9087850,GSM4771139,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771139,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604186,RNA-Seq,300,14084815500,2,PRJNA662072,1,SAMN16073845,5666130863,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9087851,GSM4771140,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771140,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604187,RNA-Seq,300,9971606700,2,PRJNA662072,3,SAMN16073878,3906109969,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9087852,GSM4771141,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771141,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604188,RNA-Seq,300,11572151100,2,PRJNA662072,1,SAMN16073877,4527088456,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9087853,GSM4771142,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771142,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604189,RNA-Seq,300,13416969000,2,PRJNA662072,3,SAMN16073876,5356948697,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9087854,GSM4771143,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771143,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604190,RNA-Seq,300,10801210800,2,PRJNA662072,1,SAMN16073815,4210425895,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9087855,GSM4771144,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771144,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604191,RNA-Seq,300,12194053500,2,PRJNA662072,3,SAMN16073814,4835538298,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9087856,GSM4771145,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771145,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604192,RNA-Seq,300,11891360700,2,PRJNA662072,1,SAMN16073875,4795447948,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9087857,GSM4771146,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771146,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604193,RNA-Seq,300,10449954000,2,PRJNA662072,3,SAMN16073819,4315985474,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087858,GSM4771147,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771147,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604194,RNA-Seq,300,13121550600,2,PRJNA662072,1,SAMN16073818,5508825416,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9087859,GSM4771148,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771148,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604195,RNA-Seq,300,10636181400,2,PRJNA662072,1,SAMN16073817,4493271391,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087860,GSM4771149,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771149,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604196,RNA-Seq,300,8973501600,2,PRJNA662072,3,SAMN16073816,3826341504,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9087861,GSM4771150,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771150,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604197,RNA-Seq,300,10991010000,2,PRJNA662072,1,SAMN16073813,4658766147,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9087862,GSM4771151,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771151,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604198,RNA-Seq,300,12667644300,2,PRJNA662072,1,SAMN16073812,5369877751,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9087863,GSM4771152,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771152,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604199,RNA-Seq,300,11360298600,2,PRJNA662072,3,SAMN16073811,4860665376,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9087864,GSM4771153,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771153,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604200,RNA-Seq,300,19194251100,2,PRJNA662072,1,SAMN16073810,8130336584,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9087865,GSM4771154,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771154,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604201,RNA-Seq,300,10300210500,2,PRJNA662072,3,SAMN16073809,4389663464,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9087866,GSM4771155,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771155,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604202,RNA-Seq,300,10898772000,2,PRJNA662072,1,SAMN16073808,4677616937,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9087867,GSM4771156,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771156,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604203,RNA-Seq,300,9636705600,2,PRJNA662072,3,SAMN16073807,4128130831,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9087868,GSM4771157,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771157,Vastus lateralis muscle,SRP280348,plaPRT,Vastus lateralis muscle
SRR12604204,RNA-Seq,300,11584653300,2,PRJNA662072,1,SAMN16073806,4987249272,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9087869,GSM4771158,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771158,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604205,RNA-Seq,300,9492476100,2,PRJNA662072,1,SAMN16073805,4150911993,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9087870,GSM4771159,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771159,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604206,RNA-Seq,300,10097665200,2,PRJNA662072,3,SAMN16073804,4314252474,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9087871,GSM4771160,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771160,Vastus lateralis muscle,SRP280348,metPRT,Vastus lateralis muscle
SRR12604207,RNA-Seq,300,13312463700,1,PRJNA662072,0,SAMN16073844,4058879153,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087872,GSM4771161,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771161,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604208,RNA-Seq,300,14791249800,1,PRJNA662072,0,SAMN16073843,4557958690,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9087873,GSM4771162,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771162,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604209,RNA-Seq,300,16931459100,1,PRJNA662072,0,SAMN16073842,5167499868,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087874,GSM4771163,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771163,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604210,RNA-Seq,300,14799446700,1,PRJNA662072,0,SAMN16073841,4549615269,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9087875,GSM4771164,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771164,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604211,RNA-Seq,300,13321590300,1,PRJNA662072,0,SAMN16073840,4082529835,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9087876,GSM4771165,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771165,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604212,RNA-Seq,300,15255584100,1,PRJNA662072,0,SAMN16073839,4637885056,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9087877,GSM4771166,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771166,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604213,RNA-Seq,300,13623372300,1,PRJNA662072,0,SAMN16073838,4133465887,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9087878,GSM4771167,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771167,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604214,RNA-Seq,300,13966911000,1,PRJNA662072,0,SAMN16073837,4307120490,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9087879,GSM4771168,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771168,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604215,RNA-Seq,300,14347923300,1,PRJNA662072,0,SAMN16073836,4673821225,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9087928,GSM4771169,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771169,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
SRR12604216,RNA-Seq,300,18413468700,1,PRJNA662072,0,SAMN16073835,5634239884,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9087929,GSM4771170,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4771170,Vastus lateralis muscle,SRP280348,Young,Vastus lateralis muscle
